,movieid,Cluster,title
5257,5896,145,New Waterford Girl (1999)
5258,5898,32,"Sword and the Sorcerer, The (1982)"
5259,5899,24,Zulu (1964)
5260,5900,58,Analyze That (2002)
5261,5901,78,Empire (2002)
5262,5902,32,Adaptation (2002)
5263,5903,32,Equilibrium (2002)
5264,5907,4,Medea (1970)
5265,5909,78,Visitor Q (Bizita Q) (2001)
5266,5911,60,Urgh! A Music War (1981)
5267,5912,176,Hit the Bank (Vabank) (1981)
5268,5913,20,Warning for the Joensson Gang (Varning för Jönssonligan) (1981)
5269,5914,62,"Vernon, Florida (1981)"
5270,5915,153,Victory (a.k.a. Escape to Victory) (1981)
5271,5916,160,Whose Life Is It Anyway? (1981)
5272,5918,153,Alone in the Dark (1982)
5273,5919,153,Android (1982)
5274,5923,116,Author! Author! (1982)
5275,5924,113,Barbarosa (1982)
5276,5925,47,"Beast Within, The (1982)"
5277,5926,143,Best Friends (1982)
5278,5927,149,"Best Little Whorehouse in Texas, The (1982)"
5279,5928,133,"Border, The (1982)"
5280,5929,74,"Party 2, The (Boum 2, La) (1982)"
5281,5930,175,Brimstone and Treacle (1982)
5282,5932,88,Burden of Dreams (1982)
5283,5933,24,Cannery Row (1982)
5284,5935,57,Class of 1984 (1982)
5285,5936,14,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)"
5286,5937,46,Danton (1983)
5287,5938,22,Deathtrap (1982)
5288,5939,191,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)"
5289,5940,143,Eating Raoul (1982)
5290,5941,172,Drumline (2002)
5291,5942,157,"Hot Chick, The (2002)"
5292,5943,43,Maid in Manhattan (2002)
5293,5944,66,Star Trek: Nemesis (2002)
5294,5945,136,About Schmidt (2002)
5295,5946,96,"Pellet (Bola, El) (2000)"
5296,5947,193,Evelyn (2002)
5297,5949,94,Intact (Intacto) (2001)
5298,5951,20,Morvern Callar (2002)
5299,5952,68,"Lord of the Rings: The Two Towers, The (2002)"
5300,5953,95,Devils on the Doorstep (Guizi lai le) (2000)
5301,5954,28,25th Hour (2002)
5302,5955,193,Antwone Fisher (2002)
5303,5956,158,Gangs of New York (2002)
5304,5957,144,Two Weeks Notice (2002)
5305,5958,143,"Wild Thornberrys Movie, The (2002)"
5306,5959,188,Narc (2002)
5307,5960,34,Bad Influence (1990)
5308,5961,180,Blue Steel (1990)
5309,5962,90,Body of Evidence (1993)
5310,5963,8,"Children's Hour, The (1961)"
5311,5964,8,Company Business (1991)
5312,5965,1,"Duellists, The (1977)"
5313,5966,190,"Kiss Before Dying, A (1956)"
5314,5968,60,Miami Blues (1990)
5315,5969,78,My Girl 2 (1994)
5316,5970,68,My Girl (1991)
5317,5971,162,My Neighbor Totoro (Tonari no Totoro) (1988)
5318,5972,62,"Road to Hong Kong, The (1962)"
5319,5974,32,"Thief of Bagdad, The (1940)"
5320,5975,32,War and Peace (1956)
5321,5977,13,Where's Poppa? (1970)
5322,5978,6,"Whistle Blower, The (1986)"
5323,5979,168,Attack of the Crab Monsters (1957)
5324,5980,98,Black Christmas (1974)
5325,5981,78,"Day of the Triffids, The (1962)"
5326,5983,78,Invaders from Mars (1953)
5327,5984,54,"Story of O, The (Histoire d'O) (1975)"
5328,5985,165,Asoka (Ashoka the Great) (2001)
5329,5986,3,Fat City (1972)
5330,5987,164,"Love, Honour and Obey (2000)"
5331,5988,104,Quicksilver (1986)
5332,5989,143,Catch Me If You Can (2002)
5333,5990,103,Pinocchio (2002)
5334,5991,168,Chicago (2002)
5335,5992,58,"Hours, The (2002)"
5336,5993,103,Max (2002)
5337,5994,124,Nicholas Nickleby (2002)
5338,5995,71,"Pianist, The (2002)"
5339,5996,58,Sonny (2002)
5340,5998,149,Doppelganger (1993)
5341,5999,3,Heavy Metal 2000 (2000)
5342,6000,81,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)"
5343,6001,57,"King of Comedy, The (1983)"
5344,6002,105,Love Liza (2002)
5345,6003,181,Confessions of a Dangerous Mind (2002)
5346,6005,186,Blue Collar Comedy Tour: The Movie (2003)
5347,6006,179,Just Married (2003)
5348,6008,60,"Son, The (Le fils) (2002)"
5349,6009,20,"City of Lost Souls, The (Hyôryuu-gai) (2000)"
5350,6010,2,Double Whammy (2001)
5351,6011,4,Wisegirls (2002)
5352,6012,72,"Guy Thing, A (2003)"
5353,6013,193,Kangaroo Jack (2003)
5354,6014,64,National Security (2003)
5355,6016,23,City of God (Cidade de Deus) (2002)
5356,6017,177,Divine Intervention (Yadon ilaheyya) (2002)
5357,6019,165,Above Suspicion (1995)
5358,6020,189,Alice Adams (1935)
5359,6021,161,"American Friend, The (Amerikanische Freund, Der) (1977)"
5360,6022,88,American Me (1992)
5361,6023,85,Band of Outsiders (Bande à part) (1964)
5362,6024,190,Breaking Up (1997)
5363,6025,8,CB4 - The Movie (1993)
5364,6027,54,Dogfight (1991)
5365,6029,161,Fun in Acapulco (1963)
5366,6030,179,Girls! Girls! Girls! (1962)
5367,6031,169,Imitation of Life (1959)
5368,6032,49,"Little Romance, A (1979)"
5369,6033,2,Mystery Date (1991)
5370,6035,172,Pépé le Moko (1937)
5371,6036,17,Secret Admirer (1985)
5372,6037,130,Summer Lovers (1982)
5373,6038,51,Tune in Tomorrow... (1990)
5374,6039,27,"Woman in Red, The (1984)"
5375,6040,157,Darkness Falls (2003)
5376,6041,7,Amen. (2002)
5377,6042,134,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002)
5378,6044,146,Blind Date (1984)
5379,6045,57,Bullet (1996)
5380,6047,22,Dead Reckoning (1947)
5381,6049,12,Ethan Frome (1993)
5382,6050,170,Gus (1976)
5383,6051,90,"Harder They Come, The (1973)"
5384,6053,147,Krush Groove (1985)
5385,6054,194,"Moon-Spinners, The (1964)"
5386,6055,42,Sugar Hill (1994)
5387,6056,71,Chaos (2001)
5388,6057,132,Biker Boyz (2003)
5389,6058,24,Final Destination 2 (2003)
5390,6059,199,"Recruit, The (2003)"
5391,6060,121,"Guru, The (2002)"
5392,6062,59,Lost in La Mancha (2002)
5393,6063,67,May (2002)
5394,6064,144,"Harder They Fall, The (1956)"
5395,6065,79,I'm All Right Jack (1959)
5396,6066,85,Murder by Decree (1979)
5397,6067,36,Ordinary Decent Criminal (2000)
5398,6070,22,Tokyo Decadence (Topâzu) (1992)
5399,6072,28,"Unfaithful Wife, The (Femme infidèle, La) (1969)"
5400,6073,101,Victim (1961)
5401,6075,28,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)"
5402,6076,155,Enigma (1983)
5403,6077,40,Evil Under the Sun (1982)
5404,6078,124,Firefox (1982)
5405,6081,31,"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)"
5406,6082,183,"Grey Fox, The (1982)"
5407,6083,8,Hammett (1982)
5408,6084,92,Honkytonk Man (1982)
5409,6087,132,If You Could See What I Hear (1982)
5410,6090,110,Kiss Me Goodbye (1982)
5411,6091,81,Labyrinth of Passion (Laberinto de Pasiones) (1982)
5412,6092,34,"Last American Virgin, The (1982)"
5413,6093,94,"Last Unicorn, The (1982)"
5414,6094,82,Liquid Sky (1982)
5415,6096,54,Making Love (1982)
5416,6099,177,Megaforce (1982)
5417,6100,113,"Midsummer Night's Sex Comedy, A (1982)"
5418,6101,176,Missing (1982)
5419,6102,54,"Missionary, The (1982)"
5420,6104,180,Monty Python Live at the Hollywood Bowl (1982)
5421,6105,100,Moonlighting (1982)
5422,6107,151,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)"
5423,6109,66,One from the Heart (1982)
5424,6111,128,Paradise (1982)
5425,6114,58,Permanent Vacation (1982)
5426,6115,63,Personal Best (1982)
5427,6116,58,"Pirate Movie, The (1982)"
5428,6118,77,Blind Chance (Przypadek) (1981)
5429,6119,17,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982)
5430,6120,10,Q: The Winged Serpent (1982)
5431,6121,143,Querelle (1982)
5432,6122,12,Richard Pryor Live on the Sunset Strip (1982)
5433,6123,117,Sunless (Sans Soleil) (1983)
5434,6124,139,Savannah Smiles (1982)
5435,6125,66,"Secret Policeman's Other Ball, The (1982)"
5436,6126,58,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)"
5437,6127,58,Shoot the Moon (1982)
5438,6128,162,Six Pack (1982)
5439,6132,130,"New York Ripper, The (Squartatore di New York, Lo) (1982)"
5440,6134,27,Starstruck (1982)
5441,6135,44,Still of the Night (1982)
5442,6136,75,"South, The (Sur, El) (1983)"
5443,6139,75,Tempest (1982)
5444,6140,128,Tenebre (1982)
5445,6141,27,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982)
5446,6143,58,Trail of the Pink Panther (1982)
5447,6144,170,"Traviata, La (1982)"
5448,6147,167,"White Rose, The (Weiße Rose, Die) (1982)"
5449,6148,131,White Dog (1982)
5450,6151,160,Yol (a.k.a. The Way) (1982)
5451,6152,27,"Yor, the Hunter from the Future (1983)"
5452,6153,168,Zapped! (1982)
5453,6154,192,Deliver Us from Eva (2003)
5454,6155,131,How to Lose a Guy in 10 Days (2003)
5455,6156,0,Shanghai Knights (2003)
5456,6157,1,Daredevil (2003)
5457,6158,36,"Jungle Book 2, The (2003)"
5458,6159,68,All the Real Girls (2003)
5459,6160,63,Amandla! A Revolution in Four Part Harmony (2002)
5460,6161,20,Painted Fire (Chihwaseon) (2002)
5461,6162,6,Gerry (2002)
5462,6163,165,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002)
5463,6166,134,Dennis the Menace (1993)
5464,6168,104,10 to Midnight (1983)
5465,6169,177,"Black Stallion Returns, The (1983)"
5466,6170,58,"Black Stallion, The (1979)"
5467,6173,54,Into the West (1992)
5468,6174,60,Kinjite: Forbidden Subjects (1989)
5469,6176,193,Mr. Majestyk (1974)
5470,6177,170,Murphy's Law (1986)
5471,6178,184,"Patch of Blue, A (1965)"
5472,6179,94,"Prayer for the Dying, A (1987)"
5473,6180,116,Q & A (1990)
5474,6181,60,"Red Badge of Courage, The (1951)"
5475,6182,156,"Thrill of It All, The (1963)"
5476,6183,118,Pillow Talk (1959)
5477,6184,82,"Man Who Fell to Earth, The (1976)"
5478,6185,82,Dark Blue (2003)
5479,6186,199,Gods and Generals (2003)
5480,6187,180,"Life of David Gale, The (2003)"
5481,6188,82,Old School (2003)
5482,6190,23,"Lawless Heart, The (2003)"
5483,6192,151,Open Hearts (Elsker dig for evigt) (2002)
5484,6193,50,Poolhall Junkies (2002)
5485,6195,68,Stone Reader (2002)
5486,6196,94,Cradle 2 the Grave (2003)
5487,6197,170,Spider (2002)
5488,6198,9,American Heart (1992)
5489,6200,100,Insignificance (1985)
5490,6201,193,Lady Jane (1986)
5491,6202,63,Late Marriage (Hatuna Meuheret) (2001)
5492,6203,94,Life Stinks (1991)
5493,6204,20,"Meteor Man, The (1993)"
5494,6206,54,Seize the Day (1986)
5495,6207,184,"Slaughter Rule, The (2002)"
5496,6208,100,Teenagers from Outer Space (1959)
5497,6210,95,Volcano High (Whasango) (2001)
5498,6211,64,Ten (2002)
5499,6212,107,Bringing Down the House (2003)
5500,6213,100,Tears of the Sun (2003)
5501,6214,54,Irreversible (Irréversible) (2002)
5502,6215,76,Laurel Canyon (2002)
5503,6216,134,Nowhere in Africa (Nirgendwo in Afrika) (2001)
5504,6217,43,"Safety of Objects, The (2001)"
5505,6218,5,Bend It Like Beckham (2002)
5506,6219,187,"Hunted, The (2003)"
5507,6220,86,Willard (2003)
5508,6221,58,Gaudi Afternoon (2001)
5509,6222,153,Prozac Nation (2001)
5510,6223,98,Spun (2001)
5511,6225,32,King of Kings (1961)
5512,6226,16,"Lost Honor of Katharina Blum, The (Verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann, Die) (1975)"
5513,6228,63,"Talk of the Town, The (1942)"
5514,6229,129,Two-Lane Blacktop (1971)
5515,6230,186,Bang the Drum Slowly (1973)
5516,6231,188,"Benny Goodman Story, The (1955)"
5517,6232,33,Born Free (1966)
5518,6233,159,Born Yesterday (1993)
5519,6234,143,Equus (1977)
5520,6235,107,Europa Europa (Hitlerjunge Salomon) (1990)
5521,6236,68,Fear Strikes Out (1957)
5522,6237,136,"Glenn Miller Story, The (1953)"
5523,6238,189,Green Card (1990)
5524,6239,179,Journey to the Center of the Earth (1959)
5525,6240,30,One Good Cop (1991)
5526,6241,46,Pauline at the Beach (Pauline à la Plage) (1983)
5527,6242,117,Ringu (Ring) (1998)
5528,6243,184,Ringu 2 (Ring 2) (1999)
5529,6244,57,Salaam Bombay! (1988)
5530,6245,107,Sweet Charity (1969)
5531,6247,136,Women in Love (1969)
5532,6248,95,Japon (a.k.a. Japan) (Japón) (2002)
5533,6249,71,Boat Trip (2003)
5534,6250,161,Dreamcatcher (2003)
5535,6251,154,Piglet's Big Movie (2003)
5536,6252,172,View from the Top (2003)
5537,6254,167,"Awful Truth, The (1937)"
5538,6255,26,"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)"
5539,6256,91,"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)"
5540,6257,22,I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967)
5541,6258,14,"Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)"
5542,6259,100,My Friend Flicka (1943)
5543,6260,88,"Robe, The (1953)"
5544,6261,106,Wind (1992)
5545,6263,22,Basic (2003)
5546,6264,85,"Core, The (2003)"
5547,6265,98,Head of State (2003)
5548,6266,118,What a Girl Wants (2003)
5549,6267,31,Assassination Tango (2002)
5550,6268,8,Raising Victor Vargas (2002)
5551,6269,35,Stevie (2002)
5552,6270,89,Akira Kurosawa's Dreams (Dreams) (1990)
5553,6271,61,Day for Night (La Nuit Américaine) (1973)
5554,6272,60,Eye of God (1997)
5555,6273,5,In a Lonely Place (1950)
5556,6277,28,Winter Kills (1979)
5557,6279,36,"Good Thief, The (2002)"
5558,6280,101,"Man Apart, A (2003)"
5559,6281,77,Phone Booth (2002)
5560,6283,24,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
5561,6285,59,Levity (2003)
5562,6286,158,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
5563,6287,143,Anger Management (2003)
5564,6288,184,Better Luck Tomorrow (2002)
5565,6289,58,Ghosts of the Abyss (2003)
5566,6290,14,House of 1000 Corpses (2003)
5567,6291,153,Lilya 4-Ever (Lilja 4-ever) (2002)
5568,6293,14,XX/XY (2002)
5569,6294,46,Bulletproof Monk (2003)
5570,6295,98,Chasing Papi (a.k.a. Papi Chulo) (2003)
5571,6296,71,"Mighty Wind, A (2003)"
5572,6297,173,Holes (2003)
5573,6298,29,Malibu's Most Wanted (2003)
5574,6299,143,"Winged Migration (Peuple migrateur, Le) (2001)"
5575,6300,161,Flickering Lights (Blinkende lygter) (2000)
5576,6301,183,Straw Dogs (1971)
5577,6303,3,"Andromeda Strain, The (1971)"
5578,6304,1,Brainscan (1994)
5579,6305,9,Fahrenheit 451 (1966)
5580,6306,95,I Am Trying to Break Your Heart (2002)
5581,6308,59,Legal Eagles (1986)
5582,6311,94,"Other Side of Heaven, The (2001)"
5583,6312,54,"Private Function, A (1984)"
5584,6313,188,Sibling Rivalry (1990)
5585,6314,173,Undercover Blues (1993)
5586,6315,173,Wildcats (1986)
5587,6316,50,"Wiz, The (1978)"
5588,6318,58,"Marrying Man, The (Too Hot to Handle) (1991)"
5589,6319,184,"My Father the Hero (Mon père, ce héros.) (1991)"
5590,6320,109,Scenes from a Mall (1991)
5591,6321,173,Stella (1990)
5592,6322,20,Confidence (2003)
5593,6323,28,Identity (2003)
5594,6324,185,It Runs in the Family (2003)
5595,6325,116,"Real Cancun, The (2003)"
5596,6326,67,City of Ghosts (2002)
5597,6327,177,"Decade Under the Influence, A (2003)"
5598,6328,108,House of Fools (2002)
5599,6329,71,Manic (2001)
5600,6330,151,People I Know (2002)
5601,6331,134,Spellbound (2002)
5602,6332,155,"Lizzie McGuire Movie, The (2003)"
5603,6333,147,X2: X-Men United (2003)
5604,6334,164,Blue Car (2002)
5605,6335,37,"Dancer Upstairs, The (2002)"
5606,6337,24,Owning Mahowny (2003)
5607,6338,33,Daddy Day Care (2003)
5608,6339,127,"Man on the Train (Homme du train, L') (2002)"
5609,6341,54,"Shape of Things, The (2003)"
5610,6342,53,"Trip, The (2002)"
5611,6344,23,101 Reykjavik (101 Reykjavík) (2000)
5612,6345,69,"Chorus Line, A (1985)"
5613,6346,86,Absolute Beginners (1986)
5614,6347,138,Beat Street (1984)
5615,6348,153,Breakin' 2: Electric Boogaloo (1984)
5616,6349,36,Breakin' (1984)
5617,6350,153,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986)
5618,6351,105,Hysterical Blindness (2002)
5619,6352,36,Lambada (1990)
5620,6354,149,"Carpetbaggers, The (1964)"
5621,6355,16,"Girls, Les (1957)"
5622,6356,155,Gunfight at the O.K. Corral (1957)
5623,6357,179,High Society (1956)
5624,6358,125,Kiss Me Kate (1953)
5625,6365,3,"Matrix Reloaded, The (2003)"
5626,6366,10,Dracula: Pages from a Virgin's Diary (2001)
5627,6367,87,Down with Love (2003)
5628,6368,135,Cinemania (2002)
5629,6370,86,"Spanish Apartment, The (L'auberge espagnole) (2002)"
5630,6371,36,Pokémon Heroes (2003)
5631,6373,172,Bruce Almighty (2003)
5632,6374,134,"In-Laws, The (2003)"
5633,6375,122,Gigantic (A Tale of Two Johns) (2002)
5634,6376,65,Respiro (2002)
5635,6377,156,Finding Nemo (2003)
5636,6378,136,"Italian Job, The (2003)"
5637,6379,6,Wrong Turn (2003)
5638,6380,11,Capturing the Friedmans (2003)
5639,6382,77,Together (Han ni Zai Yiki) (2002)
5640,6383,23,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)"
5641,6384,78,Love the Hard Way (2001)
5642,6385,52,Whale Rider (2002)
5643,6386,131,Nevada Smith (1966)
5644,6387,77,Once a Thief (Zong heng si hai) (1991)
5645,6388,3,Regeneration (1997)
5646,6390,91,Silk Stockings (1957)
5647,6391,45,Snowball Express (1972)
5648,6392,17,"Man Called Horse, A (1970)"
5649,6394,91,Big Jake (1971)
5650,6395,162,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
5651,6396,38,Dementia 13 (1963)
5652,6398,58,Le Mans (1971)
5653,6400,82,Murder on a Sunday Morning (Un coupable idéal) (2001)
5654,6401,122,Rio Lobo (1970)
5655,6403,132,"Swimmer, The (1968)"
5656,6404,184,"White Sheik, The (Sceicco bianco, Lo) (1952)"
5657,6405,173,Treasure Island (1950)
5658,6406,97,Two Evil Eyes (1990)
5659,6407,23,"Walk, Don't Run (1966)"
5660,6408,91,Animals are Beautiful People (1974)
5661,6409,177,Bend of the River (1952)
5662,6410,8,Car Wash (1976)
5663,6412,69,Destry Rides Again (1939)
5664,6413,169,"Electric Horseman, The (1979)"
5665,6414,175,Gay Purr-ee (1962)
5666,6416,14,King Rat (1965)
5667,6417,183,Live Wire (1992)
5668,6419,59,Mr. & Mrs. Bridge (1990)
5669,6422,38,Shenandoah (1965)
5670,6423,162,Straight Talk (1992)
5671,6424,183,Oscar (1991)
5672,6425,180,"6th Man, The (Sixth Man, The) (1997)"
5673,6426,27,"Far Country, The (1954)"
5674,6427,183,"Railway Children, The (1970)"
5675,6428,177,Two Mules for Sister Sara (1970)
5676,6429,8,Winchester '73 (1950)
5677,6430,181,Ziggy Stardust and the Spiders from Mars (1973)
5678,6432,133,"Courtship of Eddie's Father, The (1963)"
5679,6433,101,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)"
5680,6434,86,"Objective, Burma! (1945)"
5681,6436,125,This Boy's Life (1993)
5682,6437,153,13 Rue Madeleine (1947)
5683,6440,14,Barton Fink (1991)
5684,6441,164,Battle of Britain (1969)
5685,6442,146,Belle époque (1992)
5686,6445,35,Cloak and Dagger (1946)
5687,6446,42,"Comancheros, The (1961)"
5688,6448,12,"Flight of the Phoenix, The (1965)"
5689,6449,54,From the Terrace (1960)
5690,6450,131,"Heaven Knows, Mr. Allison (1957)"
5691,6451,116,"Hot Rock, The (1972)"
5692,6452,151,"Long, Hot Summer, The (1958)"
5693,6453,103,Man of Aran (1934)
5694,6454,81,Music Box (1989)
5695,6455,60,North to Alaska (1960)
5696,6457,8,Sink the Bismark! (1960)
5697,6458,78,"Blue Max, The (1966)"
5698,6459,107,"Desert Fox, The (1951)"
5699,6460,38,"Trial, The (Procès, Le) (1962)"
5700,6461,144,"Unforgiven, The (1960)"
5701,6462,143,"Undefeated, The (1969)"
5702,6463,96,Divine Trash (1998)
5703,6464,66,Good Burger (1997)
5704,6465,60,Jubilee (1977)
5705,6466,36,Mississippi Masala (1991)
5706,6467,163,Quai des Orfèvres (Jenny Lamour) (1947)
5707,6468,75,"Stranger Among Us, A (1992)"
5708,6469,189,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973)
5709,6470,16,Chisum (1970)
5710,6471,86,Defense of the Realm (1986)
5711,6473,157,Half Moon Street (1986)
5712,6474,47,"Truce, The (a.k.a. La Tregua) (1996)"
5713,6475,86,Opportunity Knocks (1990)
5714,6476,196,Shattered (1991)
5715,6477,91,"Song of Bernadette, The (1943)"
5716,6478,133,"Life and Times of Judge Roy Bean, The (1972)"
5717,6480,24,Thoroughly Modern Millie (1967)
5718,6481,14,Where the Heart Is (1990)
5719,6482,123,Dumb and Dumberer: When Harry Met Lloyd (2003)
5720,6483,125,From Justin to Kelly (2003)
5721,6484,136,Hollywood Homicide (2003)
5722,6485,63,Rugrats Go Wild! (2003)
5723,6486,125,"Hard Word, The (2002)"
5724,6487,162,"Heart of Me, The (2002)"
5725,6488,180,Jet Lag (Décalage horaire) (2002)
5726,6492,170,Tycoon (Oligarkh) (2002)
5727,6493,138,Alex and Emma (2003)
5728,6495,145,Experiment in Terror (1962)
5729,6497,28,Is Paris Burning? (Paris brûle-t-il?) (1966)
5730,6498,11,Murphy's War (1971)
5731,6499,5,Orphans of the Storm (1921)
5732,6500,9,"Satanic Rites of Dracula, The (1974)"
5733,6502,158,28 Days Later (2002)
5734,6503,66,Charlie's Angels: Full Throttle (2003)
5735,6505,196,Ed and His Dead Mother (1993)
5736,6506,102,Fulltime Killer (Chuen jik sat sau) (2001)
5737,6508,15,"Bank, The (2001)"
5738,6509,186,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)
5739,6510,43,"Bodies, Rest & Motion (1993)"
5740,6512,108,"Long Ships, The (1963)"
5741,6513,30,Made for Each Other (1939)
5742,6515,108,You Only Live Once (1937)
5743,6516,122,Anastasia (1956)
5744,6517,23,"Babe, The (1992)"
5745,6518,68,Flight of the Intruder (1991)
5746,6519,59,Fun with Dick and Jane (1977)
5747,6520,158,Knights of the Round Table (1953)
5748,6521,100,"Main Event, The (1979)"
5749,6522,94,Man's Favorite Sport? (1964)
5750,6523,71,Mr. Baseball (1992)
5751,6524,102,Never on Sunday (Pote tin Kyriaki) (1960)
5752,6525,164,Nuts (1987)
5753,6526,105,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991)
5754,6527,193,Scaramouche (1952)
5755,6528,57,Start the Revolution Without Me (1970)
5756,6530,40,"Tenant, The (Locataire, Le) (1976)"
5757,6531,52,"Hour of the Pig, The (1993)"
5758,6533,148,"What's Up, Doc? (1972)"
5759,6534,149,Hulk (2003)
5760,6535,76,"Legally Blonde 2: Red, White & Blonde (2003)"
5761,6536,14,Sinbad: Legend of the Seven Seas (2003)
5762,6537,135,Terminator 3: Rise of the Machines (2003)
5763,6538,130,Swimming Pool (2003)
5764,6539,60,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
5765,6541,94,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
5766,6542,42,"Cuckoo, The (Kukushka) (2002)"
5767,6544,100,"Housekeeper, The (femme de ménage, Une) (2002)"
5768,6545,20,I Capture the Castle (2003)
5769,6547,144,Northfork (2003)
5770,6548,164,Bad Boys II (2003)
5771,6549,153,How to Deal (2003)
5772,6550,191,Johnny English (2003)
5773,6551,78,"Anarchist Cookbook, The (2002)"
5774,6552,94,Dirty Pretty Things (2002)
5775,6554,105,Garage Days (2002)
5776,6557,193,Born to Be Wild (1995)
5777,6558,115,Curly Sue (1991)
5778,6559,54,Little Giants (1994)
5779,6560,13,Loose Cannons (1990)
5780,6561,77,"Mouse That Roared, The (1959)"
5781,6562,1,Spencer's Mountain (1963)
5782,6563,77,Masked & Anonymous (2003)
5783,6564,91,Lara Croft Tomb Raider: The Cradle of Life (2003)
5784,6565,173,Seabiscuit (2003)
5785,6566,3,Spy Kids 3-D: Game Over (2003)
5786,6567,91,Buffalo Soldiers (2001)
5787,6568,53,Camp (2003)
5788,6569,176,Hotel (2001)
5789,6571,95,"Mondays in the Sun (Lunes al sol, Los) (2002)"
5790,6572,136,Scorched (2003)
5791,6573,111,Avanti! (1972)
5792,6574,72,Eve of Destruction (1991)
5793,6575,65,Gator (1976)
5794,6576,97,Juggernaut (1974)
5795,6577,82,Kickboxer 2: The Road Back (1991)
5796,6578,132,"Kiss Me, Stupid (1964)"
5797,6579,5,"One, Two, Three (1961)"
5798,6581,164,"Private Life of Sherlock Holmes, The (1970)"
5799,6582,180,Remo Williams: The Adventure Begins (1985)
5800,6583,9,"Blood of Heroes, The (Salute of the Jugger, The) (1989)"
5801,6584,180,"What's Up, Tiger Lily? (1966)"
5802,6585,99,White Lightning (1973)
5803,6586,116,American Wedding (American Pie 3) (2003)
5804,6587,36,Gigli (2003)
5805,6588,78,And Now... Ladies and Gentlemen... (2002)
5806,6591,28,"Magdalene Sisters, The (2002)"
5807,6592,199,"Secret Lives of Dentists, The (2002)"
5808,6593,3,Freaky Friday (2003)
5809,6595,6,S.W.A.T. (2003)
5810,6596,4,"Divorce, Le (2003)"
5811,6597,170,"Princess Blade, The (Shura Yukihime) (2001)"
5812,6598,123,Step Into Liquid (2002)
5813,6599,97,Accattone (1961)
5814,6600,155,...And God Spoke (1993)
5815,6601,155,Big Trouble (1986)
5816,6602,143,Brain Damage (1988)
5817,6603,164,"Double Life, A (1947)"
5818,6604,199,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
5819,6609,121,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)"
5820,6610,121,"Honeymoon Killers, The (1970)"
5821,6611,121,Umberto D. (1952)
5822,6612,121,Brother's Keeper (1992)
5823,6613,138,"Day of the Dolphin, The (1973)"
5824,6614,97,I Love You to Death (1990)
5825,6615,35,Freddy vs. Jason (2003)
5826,6616,32,Grind (2003)
5827,6617,81,Open Range (2003)
5828,6618,81,Shaolin Soccer (Siu lam juk kau) (2001)
5829,6619,55,Uptown Girls (2003)
5830,6620,137,American Splendor (2003)
5831,6624,186,Agent Cody Banks (2003)
5832,6625,68,Camp Nowhere (1994)
5833,6628,193,Hot Dog... The Movie (1984)
5834,6629,50,House of Wax (1953)
5835,6630,40,"Inn of the Sixth Happiness, The (1958)"
5836,6631,42,Man's Best Friend (1993)
5837,6635,134,"Rachel Papers, The (1989)"
5838,6636,40,"Sure Thing, The (1985)"
5839,6638,103,Valley Girl (1983)
5840,6639,15,Wait Until Dark (1967)
5841,6641,64,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000)
5842,6642,96,Showdown in Little Tokyo (1991)
5843,6643,32,Tokyo Story (Tôkyô monogatari) (1953)
5844,6644,91,"Green Ray, The (Rayon vert, Le) (1986)"
5845,6645,142,THX 1138 (1971)
5846,6646,125,Valley of the Dolls (1967)
5847,6648,137,Chunhyang (2000)
5848,6649,160,Tunes of Glory (1960)
5849,6650,128,Kind Hearts and Coronets (1949)
