,movieid,Cluster,title,genres
12714,148424,193,Chi-Raq (2015),Comedy|Drama
12715,148482,53,Truth (2015),Drama
12716,148626,53,"Big Short, The (2015)",Drama
12717,148652,76,The Ridiculous 6 (2015),Comedy|Western
12718,148667,184,John Mulaney: The Comeback Kid (2015),Comedy
12719,148671,172,Saw (2003),Crime|Horror
12720,148683,18,American Hero (2015),Action|Comedy|Sci-Fi
12721,148775,110,Wizards of Waverly Place: The Movie (2009),Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi
12722,148855,199,Ghost in the Shell: The New Movie (2015),Animation|Sci-Fi
12723,148867,16,Extraction (2015),Thriller
12724,148881,10,World of Tomorrow (2015),Animation|Comedy
12725,148888,76,Zoolander 2 (2016),Comedy
12726,148956,41,How to Be Single (2016),Comedy|Romance
12727,149011,70,He Never Died (2015),Comedy|Drama|Horror
12728,149186,76,Fifty Shades of Black (2016),Comedy|Romance
12729,149334,81,Nocturnal Animals,Drama|Thriller
12730,149352,83,Daddy's Home (2015),Comedy
12731,149354,83,Sisters (2015),Children|Comedy
12732,149406,25,Kung Fu Panda 3 (2016),Action|Adventure|Animation
12733,149552,20,Krisha (2015),(no genres listed)
12734,149606,21,Bajirao Mastani (2015),Romance|War
12735,149650,101,Childhood's End (2015),Drama|Sci-Fi|Thriller
12736,149723,110,The Last: Naruto the Movie (2014),Action|Animation|Romance
12737,149830,143,Pride and Prejudice and Zombies (2016),Comedy|Horror|Romance|Thriller
12738,150194,165,Quo vado? (2016),Comedy
12739,150254,92,The Devil's Candy (2015),Horror
12740,150258,168,Jane Got a Gun (2015),Action|Drama|Western
12741,150262,110,Megamind: The Button Of Doom (2011),Action|Animation|Children|Comedy
12742,150294,153,The Forest (2016),Horror|Thriller
12743,150602,37,Band of Robbers (2016),Adventure|Comedy|Crime|Thriller
12744,150604,111,Moonwalkers (2015),Comedy
12745,151113,120,A Man Called Ove (2015),Comedy|Drama
12746,151199,23,"Un peu, beaucoup, aveuglément (2015)",Comedy
12747,151311,19,Wiener-Dog (2016),Comedy
12748,151315,50,Ride Along 2 (2016),Action|Comedy
12749,151317,64,Maggie's Plan (2015),Comedy
12750,151345,87,Batman: Bad Blood (2016),Animation
12751,151455,159,Eddie the Eagle (2016),Comedy
12752,151459,114,Airlift (2016),Drama|Thriller
12753,151501,167,Exposed (2016),Drama
12754,151593,172,Martyrs (2016),(no genres listed)
12755,151605,101,Lo and Behold: Reveries of the Connected World (2016),Documentary
12756,151639,153,The Boy (2016),Horror|Thriller
12757,151645,143,JeruZalem (2016),Horror
12758,151675,140,Lazer Team (2016),Comedy|Sci-Fi
12759,151687,73,Risen (2016),Children|Drama
12760,151695,10,The Survivalist (2015),Drama|Sci-Fi|Thriller
12761,151707,195,The Eagle Huntress (2016),Adventure|Children|Documentary
12762,151731,199,April and the Twisted World (2015),Adventure|Animation|Comedy
12763,151735,153,The Other Side of the Door (2016),Horror
12764,151739,83,Dirty Grandpa (2016),Comedy
12765,151759,187,Requiem for the American Dream (2015),Documentary
12766,151763,21,Death Note Rewrite: Genshisuru Kami (2007),Mystery
12767,151765,20,Death Note: R2 - L o Tsugu Mono (2008),Animation|Crime|Drama|Fantasy|Thriller
12768,151769,197,Three from Prostokvashino (1978),Animation
12769,151777,99,The Finest Hours (2016),Drama|Thriller
12770,151781,199,Ghost in the Shell: Solid State Society (2006),Action|Animation|Crime|Sci-Fi|Thriller
12771,151933,90,The Birth of a Nation (2016),Drama
12772,151951,131,Holding the Man (2015),Drama
12773,152017,4,Me Before You (2016),Drama|Romance
12774,152037,127,Grease Live (2016),(no genres listed)
12775,152055,143,Pandemic (2016),Action
12776,152057,93,Miles Ahead (2016),Drama
12777,152059,34,"Crouching Tiger, Hidden Dragon: Sword of Destiny (2016)",Action|Adventure|Drama
12778,152061,111,Triple 9 (2016),Crime|Drama
12779,152063,15,Gods of Egypt (2016),Adventure|Fantasy
12780,152065,195,Embrace of the Serpent (2016),Adventure|Drama
12781,152071,159,Race (2016),Drama
12782,152077,178,10 Cloverfield Lane (2016),Thriller
12783,152079,33,London Has Fallen (2016),Action|Crime|Thriller
12784,152081,146,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
12785,152083,114,Whiskey Tango Foxtrot (2016),Comedy|War
12786,152091,119,The Brothers Grimsby (2016),Comedy
12787,152163,9,A War (2015),Drama|War
12788,152284,121,War and Peace (2016),Drama|Romance
12789,152290,100,The Fear of 13 (2015),Documentary
12790,152372,149,Southbound (2016),Horror
12791,152515,70,Cabin Fever (2016),Horror
12792,152591,34,Ip Man 3 (2015),Action
12793,152838,153,The Veil (2016),Horror
12794,152866,163,The Alphabet (1968),Animation
12795,152970,117,Hunt for the Wilderpeople (2016),Adventure|Comedy
12796,152976,168,Forsaken (2016),Drama|Western
12797,153070,163,Rabbits (2002),Comedy|Drama|Fantasy
12798,153959,36,4th Man Out (2016),Comedy
12799,154051,156,The Last Man on the Moon (2016),Documentary|Drama
12800,154358,67,The Barkley Marathons: The Race That Eats Its Young (2015),Documentary
12801,154915,65,Remember (2015),Drama|Thriller
12802,154939,67,The Mermaid (2016),Comedy|Fantasy|Romance|Sci-Fi
12803,154941,2,And Then There Were None (2015),Drama|Mystery
12804,155018,32,Emelie (2015),Horror
12805,155064,163,The Neon Demon (2016),Drama|Horror|Mystery
12806,155074,11,Evolution (2016),Drama
12807,155078,165,Lo chiamavano Jeeg Robot (2016),Fantasy
12808,155181,48,Elvis & Nixon (2016),Comedy
12809,155288,114,Eye in the Sky (2016),Drama|Thriller|War
12810,155392,103,"Hello, My Name Is Doris (2016)",Drama
12811,155509,16,Mr. Right (2016),Action|Comedy|Romance
12812,155545,167,Backtrack (2016),Mystery|Thriller
12813,155581,14,Pee-wee's Big Holiday (2016),Adventure|Comedy
12814,155583,73,Miracles from Heaven (2016),Drama
12815,155625,114,Under the Shadow (2016),Horror|Thriller
12816,155659,97,Florence Foster Jenkins (2016),Comedy|Drama
12817,155743,41,My Big Fat Greek Wedding 2 (2016),Comedy
12818,155800,84,Jimmy Carr: Funny Business (2016),Comedy
12819,155812,83,Get a Job (2016),Comedy
12820,155820,77,Keanu (2016),Comedy
12821,155828,6,The Lure (2015),Thriller
12822,155832,84,Yoga Hosers (2015),Comedy|Horror|Thriller
12823,155846,60,War on Everyone (2016),Comedy
12824,155874,155,Love & Friendship (2016),Drama|Romance
12825,155968,154,The Night Manager (2016),Crime|Drama|Mystery|Thriller
12826,156000,87,Justice League vs. Teen Titans (2016),Action|Animation
12827,156025,110,Ice Age: The Great Egg-Scapade (2016),Adventure|Animation|Children|Comedy
12828,156125,172,I Spit on Your Grave III: Vengeance is Mine (2015),Horror|Thriller
12829,156369,9,Zero Days (2016),Documentary
12830,156371,174,Everybody Wants Some (2016),Comedy
12831,156387,93,Sing Street (2016),Drama
12832,156605,183,Paterson,(no genres listed)
12833,156607,72,The Huntsman Winter's War (2016),Action|Adventure|Drama|Fantasy
12834,156609,83,Neighbors 2: Sorority Rising (2016),Comedy
12835,156706,111,The Trust (2016),Crime|Thriller
12836,156726,167,Hush (2016),Thriller
12837,156755,74,Things to Come (2016),Drama
12838,156903,32,The Waiting (2016),Thriller
12839,156944,191,Land of Mine (2015),War
12840,157122,159,The Man Who Knew Infinity (2016),Drama
12841,157200,52,Money Monster (2016),Drama|Thriller
12842,157224,110,Nine Lives (2016),Comedy
12843,157268,100,Don't Think Twice (2016),Comedy|Drama
12844,157270,50,Barbershop: The Next Cut (2016),Comedy
12845,157274,82,The Choice (2016),Drama|Romance
12846,157276,154,Our Kind of Traitor (2016),Drama|Thriller
12847,157296,146,Finding Dory (2016),Adventure|Animation|Comedy
12848,157312,84,The Boss (2016),Comedy
12849,157318,74,Perfect Strangers (2016),Comedy|Drama
12850,157326,154,Bastille Day (2016),Action
12851,157338,90,Free State of Jones (2016),Action|Drama|Thriller
12852,157340,25,The Angry Birds Movie (2016),Animation|Comedy
12853,157361,150,Tickled (2016),Documentary
12854,157373,100,It's Such a Beautiful Day (2011),Animation|Comedy|Drama
12855,157407,16,I Am Wrath (2016),Action|Crime|Drama|Thriller
12856,157432,140,Precious Cargo (2016),Action|Crime
12857,157498,18,11.22.63 (2016),Drama|Thriller
12858,157667,41,Mother's Day (2016),Comedy
12859,157671,80,Manhattan Night (2016),Mystery|Thriller
12860,157699,53,Snowden (2016),Drama|Thriller
12861,157797,192,Special Correspondents (2016),Comedy
12862,157851,150,Team Foxcatcher (2016),Documentary
12863,157853,31,Patton Oswalt: Talking for Clapping (2016),Comedy
12864,157865,47,Ratchet & Clank (2016),Action|Adventure|Animation|Children|Comedy|Sci-Fi
12865,157881,18,Holidays (2016),Comedy|Horror
12866,157961,178,Synchronicity (2015),Mystery|Sci-Fi|Thriller
12867,158092,199,Magnetic Rose (1995),Animation|Sci-Fi
12868,158238,37,The Nice Guys (2016),Crime|Mystery|Thriller
12869,158254,18,Kindergarten Cop 2 (2016),Action|Comedy
12870,158260,192,A Hologram for the King (2015),Comedy|Drama
12871,158382,192,The Family Fang (2016),Drama
12872,158402,18,The Crew (2016),Action
12873,158428,110,Alvin and the Chipmunks: The Road Chip (2015),Adventure|Animation|Children|Comedy
12874,158528,99,The Shallows (2016),Drama|Thriller
12875,158530,70,Leatherface (2016),Horror
12876,158783,81,The Handmaiden (2016),Drama|Romance|Thriller
12877,158813,72,Alice Through the Looking Glass (2016),Adventure|Children|Fantasy
12878,158830,107,The BFG (2016),Children|Fantasy
12879,158842,187,My Scientology Movie (2016),Documentary
12880,158872,119,Sausage Party (2016),Animation|Comedy
12881,158956,22,Kill Command (2016),Action|Horror|Sci-Fi
12882,158962,42,The Eyes of My Mother (2016),Drama|Horror
12883,158966,129,Captain Fantastic (2016),Drama
12884,158972,183,Toni Erdmann (2016),Drama
12885,158974,138,Neruda (2016),Drama
12886,159061,92,The Wailing (2016),Mystery|Thriller
12887,159077,103,The Meddler (2016),Comedy|Drama
12888,159093,62,Now You See Me 2 (2016),Action|Comedy|Thriller
12889,159161,184,Ali Wong: Baby Cobra (2016),(no genres listed)
12890,159163,113,The Other Side of the Wind (2016),Comedy|Drama
12891,159191,5,Julieta (2016),Drama
12892,159193,0,Café Society (2016),Comedy|Drama|Romance
12893,159195,100,"I, Daniel Blake (2016)",Drama
12894,159415,163,Swiss Army Man (2016),Comedy|Drama|Romance
12895,159441,83,The Do-Over (2016),Comedy
12896,159447,149,Before I Wake (2016),Horror|Thriller
12897,159451,138,Graduation (2016),Drama
12898,159614,167,The Ones Below (2015),Thriller
12899,159690,94,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Action|Adventure|Comedy
12900,159696,153,The Darkness (2016),Horror|Thriller
12901,159717,120,The Fundamentals of Caring (2016),Drama
12902,159755,119,Popstar: Never Stop Never Stopping (2016),Comedy
12903,159811,67,The Bremen Town Musicians (1969),Animation|Drama|Fantasy
12904,159817,195,Planet Earth (2006),Documentary
12905,159819,195,Life (2009),Documentary
12906,159827,48,All the Way (2016),Drama
12907,159849,184,Bo Burnham: Make Happy (2016),Comedy
12908,159858,149,The Conjuring 2 (2016),Horror
12909,159917,187,Weiner (2016),Documentary
12910,159972,95,Approaching the Unknown (2016),Drama|Sci-Fi|Thriller
12911,159976,148,Pelé: Birth of a Legend (2016),Drama
12912,160020,150,The Witness (2016),Documentary
12913,160080,84,Ghostbusters (2016),Action|Comedy|Horror|Sci-Fi
12914,160112,42,Cell (2016),Horror|Sci-Fi
12915,160271,83,Central Intelligence (2016),Action|Comedy
12916,160289,150,O.J.: Made in America (2016),Documentary
12917,160400,177,Genius (2016),Drama
12918,160438,88,Jason Bourne (2016),Action
12919,160553,31,De Palma (2016),Documentary
12920,160559,2,Minimalism: A Documentary About the Important Things (2016),Documentary
12921,160563,15,The Legend of Tarzan (2016),Action|Adventure
12922,160565,140,The Purge: Election Year (2016),Action|Horror|Sci-Fi
12923,160567,83,Mike & Dave Need Wedding Dates (2016),Comedy
12924,160569,25,Ice Age: Collision Course (2016),Adventure|Animation|Children|Comedy
12925,160571,149,Lights Out (2016),Horror
12926,160573,107,Pete's Dragon (2016),Adventure|Children|Fantasy
12927,160644,103,Indignation (2016),Drama
12928,160656,103,Tallulah (2016),Drama
12929,160674,143,The ReZort (2016),Horror
12930,160684,32,Marauders (2016),Action
12931,160710,84,Absolutely Fabulous: The Movie (2016),Comedy
12932,160718,135,Piper (2016),Animation
12933,160848,46,The Red Turtle (2016),Animation
12934,160874,197,"Life, Animated (2016)",Animation|Documentary
12935,160876,161,The Innocents (2016),Drama
12936,160954,101,Nerve (2016),Drama|Thriller
12937,160980,159,Sully (2016),Drama
12938,160988,100,The Student (2016),Drama
12939,160990,103,It's Only the End of the World (2016),Drama
12940,161024,184,Jim Jefferies: Freedumb (2016),Comedy
12941,161032,163,The Grandmother (1970),Action|Drama
12942,161034,66,Sultan (2016),Action|Drama
12943,161127,68,The Infiltrator (2016),Crime|Drama
12944,161131,114,War Dogs (2016),Comedy
12945,161348,11,The Love Witch (2016),Drama|Horror|Thriller
12946,161354,87,Batman: The Killing Joke (2016),Action|Animation|Crime|Drama
12947,161580,83,Bad Moms (2016),Comedy
12948,161582,37,Hell or High Water (2016),Crime|Drama
12949,161584,48,Southside With You (2016),Drama|Romance
12950,161586,103,Little Men (2016),Drama
12951,161594,47,Kingsglaive: Final Fantasy XV (2016),Action|Adventure|Animation|Drama|Fantasy|Sci-Fi
12952,161634,92,Don't Breathe (2016),Thriller
12953,161650,99,47 Meters Down (2016),Horror|Thriller
12954,161852,36,King Cobra (2016),Crime|Drama
12955,161918,99,Sharknado 4: The 4th Awakens (2016),Action|Adventure|Horror|Sci-Fi
12956,161922,174,The Edge of Seventeen (2016),Comedy
12957,161954,65,Anthropoid (2016),War
12958,161956,16,Blood Father (2016),Action|Thriller
12959,161966,130,Elle (2016),Thriller
12960,162082,143,Train to Busan (2016),Action|Thriller
12961,162148,153,Friend Request (2016),Horror|Thriller
12962,162160,143,Viral (2016),Drama|Horror|Sci-Fi|Thriller
12963,162322,16,Mechanic: Resurrection (2016),Action|Crime|Thriller
12964,162344,184,Tom Segura: Mostly Stories (2016),Comedy
12965,162350,168,The Magnificent Seven (2016),Action|Western
12966,162396,16,Skiptrace (2016),Action|Comedy
12967,162414,131,Moonlight,Drama
12968,162418,37,A Conspiracy of Faith (2016),Crime|Drama|Mystery|Thriller
12969,162478,84,Masterminds (2016),Action|Comedy|Crime
12970,162578,45,Kubo and the Two Strings (2016),Adventure|Animation|Children|Fantasy
12971,162590,41,Bridget Jones's Baby (2016),Comedy|Romance
12972,162592,57,The Light Between Oceans (2016),Drama
12973,162594,28,Morgan (2016),Sci-Fi|Thriller
12974,162596,159,Queen of Katwe (2016),Drama
12975,162598,159,Deepwater Horizon (2016),Drama
12976,162600,72,Miss Peregrine's Home for Peculiar Children (2016),Fantasy
12977,162602,2,The Girl on the Train (2016),Thriller
12978,162606,154,The Accountant (2016),Crime|Drama|Thriller
12979,162726,64,A Quiet Passion (2016),Drama
12980,162730,102,The Whole Truth (2016),Drama|Thriller
12981,162738,183,American Honey (2016),Comedy|Drama
12982,162828,40,Imperium (2016),Crime|Drama|Thriller
12983,162842,165,David Brent: Life on the Road (2016),Comedy
12984,162864,184,Louis C.K.: One Night Stand (2005),Comedy
12985,162882,92,I Am Not a Serial Killer (2016),Thriller
12986,162982,67,Steins;Gate the Movie: The Burden of Déjà vu (2013),Animation|Drama|Sci-Fi
12987,163020,174,The Fits (2016),Drama
12988,163056,115,Shin Godzilla (2016),Action|Adventure|Fantasy|Sci-Fi
12989,163066,116,Rabbit Seasoning (1952),Animation|Children|Comedy
12990,163072,197,Winnie Pooh (1969),Animation|Children
12991,163094,192,The Sea of Trees (2016),Drama
12992,163112,42,Winnie the Pooh Goes Visiting (1971),Animation
12993,163134,45,Your Name. (2016),Animation|Drama|Fantasy|Romance
12994,163386,42,Winnie the Pooh and the Day of Concern (1972),Animation
12995,163508,183,Certain Women (2016),Drama
12996,163512,138,Aquarius (2016),Drama
12997,163585,10,David Lynch: The Art Life (2016),(no genres listed)
12998,163645,26,Hacksaw Ridge (2016),Drama|War
12999,163663,36,Other People (2016),Drama
13000,163771,54,For the Love of Spock (2016),Documentary
13001,163809,46,Over the Garden Wall (2013),Adventure|Animation|Drama
13002,163925,42,"Wings, Legs and Tails (1986)",Animation|Comedy
13003,163931,114,Billy Lynn's Long Halftime Walk (2016),Drama|War
13004,163937,153,Blair Witch (2016),Horror|Thriller
13005,163941,42,The Hollars (2016),Children|Comedy|Drama
13006,163949,118,The Beatles: Eight Days a Week - The Touring Years (2016),Documentary
13007,163955,90,The Promise (2016),Drama|Romance
13008,163959,21,Loving (2016),Drama
13009,163971,100,Christine (2016),Drama
13010,163981,145,31 (2016),Horror
13011,163985,101,ARQ (2016),Sci-Fi|Thriller
13012,164107,120,Tower (2016),Crime|Documentary
13013,164141,52,I.T. (2016),Drama
13014,164147,18,Behind the Planet of the Apes (1998),Documentary|Sci-Fi
13015,164163,72,Twitches (2005),Children|Comedy|Drama|Fantasy
13016,164175,158,A Monster Calls (2016),Drama|Fantasy
13017,164179,43,Arrival (2016),Sci-Fi
13018,164200,25,Storks (2016),Animation|Children|Comedy
13019,164204,100,After the Storm (2016),Children|Drama
13020,164260,74,Horace and Pete (2016),Comedy|Drama
13021,164367,143,The Girl with All the Gifts (2016),Drama|Horror|Sci-Fi|Thriller
13022,164369,74,The Distinguished Citizen (2016),Comedy|Drama
13023,164411,116,My Life as a Courgette (2016),Animation|Children|Drama
13024,164540,150,Amanda Knox (2016),Documentary
13025,164606,95,Operation Avalanche (2016),Thriller
13026,164655,97,Gimme Danger (2016),Documentary
13027,164735,128,The Cheetah Girls (2003),Children|Comedy|Drama
13028,164821,89,Colossal (2016),Action|Sci-Fi|Thriller
13029,164899,64,Blue Jay (2016),Drama
13030,164909,93,La La Land (2016),Comedy|Drama|Romance
13031,164917,187,13th (2016),Documentary
13032,164931,191,The Siege of Jadotville (2016),Drama|Thriller
13033,164933,18,Collector (2016),Drama|Thriller
13034,164949,129,The Salesman (2016),Drama
13035,164981,191,Allied (2016),Action|Drama|Romance|Thriller|War
13036,164983,149,The Monster (2016),Horror
13037,165069,51,Baseball (1994),Documentary
13038,165087,130,Brimstone (2016),Mystery|Thriller|Western
13039,165101,2,Inferno (2016),Mystery|Thriller
13040,165103,154,Keeping Up with the Joneses (2016),Comedy
13041,165105,153,Ouija: Origin of Evil (2016),Horror|Thriller
13042,165119,165,Mascots (2016),Comedy
13043,165141,25,Trolls (2016),Adventure|Animation|Children
13044,165219,180,Max Steel (2016),Action|Adventure|Sci-Fi
13045,165239,97,Supersonic (2016),Documentary
13046,165337,65,Denial (2016),Drama
13047,165343,140,The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016),Comedy|Horror|Sci-Fi|Thriller
13048,165347,33,Jack Reacher: Never Go Back (2016),Action|Crime|Drama|Mystery|Thriller
13049,165353,168,In a Valley of Violence (2016),Thriller|Western
13050,165421,187,The Red Pill (2016),Documentary
13051,165483,184,Joe Rogan: Triggered (2016),Comedy
13052,165491,89,Into the Inferno (2016),Documentary
13053,165503,57,Mr. Church (2016),Drama
13054,165527,198,Before the Flood (2016),Documentary
13055,165549,129,Manchester by the Sea (2016),Drama
13056,165551,44,Lion (2016),Drama
13057,165601,92,I Am the Pretty Thing That Lives in the House (2016),Horror|Thriller
13058,165603,149,The Autopsy of Jane Doe (2016),Horror
13059,165639,18,While You Were Fighting: A Thor Mockumentary (2016),Comedy|Fantasy|Sci-Fi
13060,165641,131,Closet Monster (2016),Drama
13061,165645,38,Bad Santa 2 (2016),Comedy
13062,165669,83,The Late Bloomer (2016),Comedy|Drama|Romance
13063,165831,96,Marvel One-Shot: All Hail the King (2014),Action|Comedy|Drama|Fantasy|Thriller
13064,165937,4,Collateral Beauty (2016),Drama
13065,165947,16,The True Memoirs of an International Assassin (2016),Action|Comedy
13066,165959,197,Alesha Popovich and Tugarin the Dragon (2004),Animation|Comedy|Drama
13067,165961,105,Nikitich and The Dragon (2006),Adventure|Animation|Comedy|Drama|Fantasy
13068,165969,122,HyperNormalisation (2016),Documentary
13069,166020,111,Dog Eat Dog (2016),Crime|Drama|Thriller
13070,166024,129,Whiplash (2013),(no genres listed)
13071,166149,90,A United Kingdom (2016),Drama
13072,166183,110,Junior and Karlson (1968),Adventure|Animation|Children
13073,166291,129,A Silent Voice (2016),Animation|Drama|Romance
13074,166461,144,Moana (2016),Adventure|Animation|Children|Comedy|Fantasy
13075,166486,20,Jackie (2016),Drama
13076,166492,38,Office Christmas Party (2016),Comedy
13077,166526,95,The Space Between Us (2016),Adventure|Sci-Fi
13078,166528,106,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi
13079,166530,167,Pet (2016),Thriller
13080,166532,111,Live by Night (2017),Crime|Drama
13081,166534,178,Split (2017),Drama|Horror|Thriller
13082,166558,151,Underworld: Blood Wars (2016),Action|Horror
13083,166568,53,Miss Sloane (2016),Thriller
13084,166635,43,Passengers (2016),Adventure|Drama|Romance|Sci-Fi
13085,166643,156,Hidden Figures (2016),Drama
13086,166655,149,Hell House LLC (2015),Horror|Thriller
13087,166705,29,Fences (2016),Drama
13088,166721,159,Bleed for This (2016),Drama
13089,166777,193,The Greasy Strangler (2016),Comedy|Horror|Thriller
13090,166788,100,20th Century Women (2016),Drama
13091,166918,15,The Great Wall (2016),Action|Adventure|Thriller
13092,166940,117,This Beautiful Fantastic (2016),Drama
13093,166946,159,The Founder (2016),Drama
13094,167018,83,Why Him? (2016),Comedy
13095,167036,25,Sing (2016),Animation|Children|Comedy
13096,167064,90,I Am Not Your Negro (2017),Documentary
13097,167248,0,Kedi (2016),(no genres listed)
13098,167370,47,Assassin's Creed (2016),Action|Adventure|Sci-Fi
13099,167380,170,A Dog's Purpose (2017),Comedy|Drama
13100,167392,159,Dangal (2016),Drama
13101,167470,42,George Carlin: Complaints & Grievances (2001),Comedy|Documentary
13102,167544,48,Patriots Day (2016),Drama|Thriller
13103,167546,159,Gold (2016),Drama
13104,167564,42,The Little Hours (2017),Comedy
13105,167570,89,The OA,(no genres listed)
13106,167620,6,Leap! (2016),Animation|Children|Comedy
13107,167634,83,Fist Fight (2017),Comedy
13108,167636,140,Monster Trucks (2016),Action|Animation|Children|Comedy|Sci-Fi
13109,167638,16,Sleepless (2017),Action|Thriller
13110,167640,92,A Cure for Wellness (2017),Drama|Horror|Mystery|Thriller
13111,167732,57,A Street Cat Named Bob (2016),Comedy|Drama
13112,167738,33,xXx: Return of Xander Cage (2017),Action|Adventure|Crime|Thriller
13113,167740,17,The Bye Bye Man (2017),Horror|Thriller
13114,167746,87,The Lego Batman Movie (2017),Action|Animation|Comedy
13115,167792,116,"What's Opera, Doc? (1957)",Animation|Children|Comedy
13116,167794,196,Frantz (2016),Drama
13117,167832,37,The Invisible Guest (2016),Thriller
13118,167990,68,The Young Offenders (2016),Comedy
13119,168026,96,Marvel One-Shot: Agent Carter (2013),Action|Adventure|Fantasy|Sci-Fi
13120,168060,153,Rings (2017),Horror
13121,168122,56,Raw (2017),Drama
13122,168248,60,John Wick: Chapter Two (2017),Action|Crime|Thriller
13123,168250,92,Get Out (2017),Horror
13124,168252,96,Logan (2017),Action|Sci-Fi
13125,168254,24,Kong: Skull Island (2017),Action|Adventure|Fantasy
13126,168266,160,T2: Trainspotting (2017),Crime|Drama
13127,168286,128,Before I Fall (2017),Drama
13128,168288,172,The Belko Experiment (2017),Action|Horror|Thriller
13129,168326,0,The Big Sick (2017),Comedy|Romance
13130,168328,64,Ingrid Goes West (2017),Comedy|Drama
13131,168330,117,I Don't Feel at Home in This World Anymore (2017),Crime|Drama
13132,168344,142,King Arthur: Legend of the Sword (2017),Action|Adventure|Drama|Fantasy
13133,168348,42,Headshot (2016),Action|Thriller
13134,168366,107,Beauty and the Beast (2017),Fantasy|Romance
13135,168408,140,Boo! A Madea Halloween (2016),Comedy|Horror
13136,168418,25,The Boss Baby (2017),Animation|Children|Comedy
13137,168420,87,Justice League Dark (2017),Action|Animation|Fantasy|Horror
13138,168492,20,Call Me by Your Name (2017),Drama|Romance
13139,168498,47,Resident Evil: The Final Chapter (2017),Action|Horror|Sci-Fi
13140,168554,140,iBoy (2017),Action|Crime|Sci-Fi|Thriller
13141,168608,120,Mudbound (2017),Drama
13142,168610,46,A Ghost Story (2017),Drama
13143,168612,22,Ghost in the Shell (2017),Action|Drama|Sci-Fi
13144,168632,184,Bill Burr: Walk Your Way Out (2017),Comedy
13145,168650,70,XX (2017),Horror
13146,168712,17,Fifty Shades Darker (2017),Drama|Romance
13147,168714,165,Wilson (2017),Comedy
13148,168722,134,Attraction (2017),Sci-Fi
13149,168806,58,The Other Side Of Hope (2017),(no genres listed)
13150,168910,120,Come Together (2016),Children|Comedy|Drama
13151,169028,92,Berlin Syndrome (2017),Drama|Thriller
13152,169164,46,Song to Song (2017),Drama
13153,169166,103,To the Bone (2017),Drama
13154,169218,131,God's Own Country (2017),Drama|Romance
13155,169220,150,A Fantastic Woman (2017),Drama
13156,169252,163,Everything Will Be OK (2006),Animation|Drama
13157,169400,71,Gantz: O (2016),Action|Animation|Horror|Sci-Fi
13158,169656,48,The Glass Castle,Drama
13159,169670,70,The Void (2016),Horror
13160,169756,0,Their Finest (2017),Comedy|Drama|Romance|War
13161,169760,20,Lady Macbeth (2017),Drama
13162,169764,11,Personal Shopper (2016),Drama|Thriller
13163,169842,73,The Shack (2017),Drama|Fantasy
13164,169864,43,Life (2017),Horror|Sci-Fi|Thriller
13165,169900,138,The Lost City of Z (2017),Action|Adventure|Drama
13166,169902,18,Sleight (2017),Action|Drama|Sci-Fi|Thriller
13167,169906,129,The Night Of (2016),Crime|Drama
13168,169948,44,Tomorrow Everything Starts (2016),Comedy|Drama
13169,169958,89,Buster's Mal Heart (2017),Drama|Mystery
13170,169982,180,Power Rangers (2017),Action|Adventure|Sci-Fi
13171,169984,134,Alien: Covenant (2017),Action|Horror|Sci-Fi|Thriller
13172,169992,60,Free Fire (2017),Action|Crime|Drama
13173,170024,42,Casting JonBenet (2017),Documentary
13174,170046,17,Amy Schumer: The Leather Special (2017),Comedy
13175,170151,42,The Party (2017),Comedy
13176,170153,89,The Dinner (2017),Drama|Mystery|Thriller
13177,170263,184,Trevor Noah: Afraid of the Dark (2017),Comedy
13178,170355,163,Mulholland Dr. (1999),Drama|Mystery|Romance
13179,170357,184,Dave Chappelle: The Age of Spin (2017),Comedy
13180,170399,84,CHiPS (2017),Action|Comedy|Drama
13181,170401,41,Table 19 (2017),Comedy|Drama
13182,170403,84,Going in Style (2017),Comedy
13183,170405,89,Bokeh (2017),Drama|Sci-Fi
13184,170411,31,Dave Chappelle: Deep in the Heart of Texas (2017),Comedy
13185,170555,37,The Bar (2017),Comedy|Thriller
13186,170597,42,A Plasticine Crow (1981),Animation
13187,170627,25,Smurfs: The Lost Village (2017),Adventure|Animation|Children|Comedy
13188,170629,10,The Discovery (2017),Drama|Romance|Sci-Fi
13189,170635,113,Rejected (2000),Animation
13190,170645,65,The Zookeeper's Wife (2017),Drama
13191,170697,44,Gifted (2017),Drama
13192,170705,26,Band of Brothers (2001),Action|Drama|War
13193,170709,87,Teen Titans: The Judas Contract (2017),Action|Animation|Sci-Fi
13194,170729,184,Louis C.K. 2017 (2017),Comedy
13195,170745,174,13 reasons why,(no genres listed)
13196,170751,140,Aftermath (2017),Drama|Thriller
13197,170777,19,There Once Was a Dog (1982),Animation|Children|Comedy
13198,170787,128,"Everything, Everything (2017)",Drama|Romance
13199,170799,42,Twin Peaks: The Missing Pieces (2014),Crime|Drama|Thriller
13200,170809,192,The Spacewalker (2017),Drama
13201,170813,76,Baywatch (2017),Action|Comedy
