,movieid,Cluster,title,genres,avg_rating,rating_counts
9890,70451,114,Max Manus (2008),Action|Drama|War,3.688034188034188,234
9891,70497,64,Stone of Destiny (2008),Adventure|Comedy|Crime|Drama,3.443396226415094,53
9892,70533,157,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,3.835652173913044,575
9893,70565,90,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,2.7832369942196533,173
9894,70567,3,Adam (2009),Drama|Romance,3.63953488372093,516
9895,70597,169,Gigantic (2008),Comedy|Romance,3.13671875,128
9896,70599,172,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,3.606422505307856,1884
9897,70607,144,Feast II: Sloppy Seconds (2008),Action|Comedy|Horror|Thriller,2.5642857142857145,70
9898,70637,12,I Can't Think Straight (2007),Drama|Romance,3.42,50
9899,70641,122,Miss March (2009),Comedy,2.510948905109489,137
9900,70643,111,Bandslam (2009),Comedy|Drama|Musical,3.300925925925926,108
9901,70663,191,"I Love You, Beth Cooper (2009)",Comedy|Romance,2.6012269938650308,326
9902,70670,154,Second Wind (Le deuxième souffle) (Second Breath) (1966),Crime|Drama|Film-Noir,3.657407407407408,54
9903,70687,184,Paper Heart (2009),Comedy|Documentary|Drama|Romance,3.10625,160
9904,70695,147,"Haunting of Molly Hartley, The (2008)",Drama|Horror|Thriller,2.377551020408163,49
9905,70697,197,G-Force (2009),Action|Adventure|Children|Fantasy,2.349350649350649,385
9906,70706,177,Fighting (2009),Action|Drama,2.4906542056074765,107
9907,70708,17,Tetro (2009),Drama|Mystery,3.322429906542056,107
9908,70726,45,Adoration (2008),Drama,2.966666666666667,45
9909,70728,164,Bronson (2009),Action|Comedy|Drama|Thriller,3.5747800586510263,1023
9910,70769,172,If Only (2004),Drama|Fantasy|Romance|Thriller,3.5068965517241377,145
9911,70802,130,"Secret of Moonacre, The (2008)",Adventure|Fantasy|Romance,3.4054054054054053,74
9912,70846,148,Lorna's Silence (Le silence de Lorna) (2008),Drama,3.5265486725663715,113
9913,70849,171,"Doulos, Le (1962)",Crime|Thriller,3.7857142857142856,154
9914,70862,174,It Might Get Loud (2008),Documentary,3.673716012084592,331
9915,70871,8,"Day in the Country, A (Partie de campagne) (1936)",Drama|Romance,3.866197183098592,71
9916,70898,149,Post Grad (2009),Comedy,2.5254237288135597,118
9917,70912,27,Goodbye Solo (2008),Drama,3.5319148936170213,94
9918,70927,160,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Comedy|Drama,3.425531914893617,47
9919,70932,75,My Life in Ruins (2009),Comedy,2.888235294117647,170
9920,70984,12,Taking Woodstock (2009),Comedy,3.283783783783784,333
9921,70992,106,Cargo 200 (Gruz 200) (2007),Drama,3.504950495049505,101
9922,70994,69,Halloween II (2009),Horror|Thriller,2.6348684210526314,304
9923,71011,78,Five Graves to Cairo (1943),Thriller|War,3.4615384615384617,65
9924,71033,171,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,3.9923178226514486,2278
9925,71057,141,9 (2009),Adventure|Animation|Sci-Fi,3.4586751747189304,3291
9926,71106,110,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,3.767833109017497,743
9927,71108,186,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,3.842367256637168,904
9928,71129,125,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,3.294378698224852,338
9929,71131,79,"Most Hated Family in America, The (2007)",Documentary,3.8932291666666665,384
9930,71135,34,Pandorum (2009),Horror|Sci-Fi|Thriller,3.45,2090
9931,71156,1,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,3.1921977124183005,2448
9932,71205,135,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,2.650608519269777,986
9933,71211,15,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,3.310071371927042,1261
9934,71239,4,"Brøken, The (a.k.a. Broken, The) (2008)",Drama|Horror|Thriller,2.7246376811594204,69
9935,71246,0,Amreeka (2009),Drama,3.5,52
9936,71248,14,Extract (2009),Comedy,3.0313971742543173,637
9937,71252,147,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,2.737054085155351,869
9938,71254,142,Gamer (2009),Action|Sci-Fi|Thriller,2.949720670391061,1611
9939,71264,109,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,3.342877094972067,3580
9940,71282,53,"Food, Inc. (2008)",Documentary,3.7785493827160495,1296
9941,71302,86,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,2.528169014084507,71
9942,71304,93,Thirst (Bakjwi) (2009),Drama|Horror,3.5408366533864544,502
9943,71318,34,Terra (a.k.a. Battle for Terra) (2007),Adventure|Animation|Sci-Fi,3.117647058823529,119
9944,71325,75,Love Happens (2009),Comedy|Drama|Romance,2.949612403100775,258
9945,71327,8,Bright Star (2009),Drama|Romance,3.394984326018809,319
9946,71341,135,Blood Creek (a.k.a. Town Creek) (2009),Horror,2.746376811594203,69
9947,71372,23,Hellraiser: Deader (2005),Horror,2.3582089552238807,67
9948,71374,147,Hellraiser: Hellworld (2005),Horror,2.283333333333333,90
9949,71379,195,Paranormal Activity (2009),Horror|Thriller,3.0039588281868568,2526
9950,71390,174,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",Documentary,3.701149425287357,87
9951,71429,196,World's Greatest Dad (2009),Comedy|Drama,3.423,500
9952,71438,148,Still Walking (Aruitemo aruitemo) (2008),Drama,3.8463855421686746,166
9953,71450,190,Capitalism: A Love Story (2009),Documentary,3.5262390670553936,686
9954,71460,177,Wanted (2009),Action|Romance,3.3701298701298703,154
9955,71462,53,"Cove, The (2009)",Documentary,3.912583518930958,898
9956,71464,30,"Serious Man, A (2009)",Comedy|Drama,3.621552403467297,2538
9957,71466,42,City Island (2009),Comedy|Drama,3.690598290598291,585
9958,71484,117,Metropia (2009),Animation|Sci-Fi,3.226519337016575,181
9959,71490,23,Grace (2009),Drama|Horror|Thriller,2.73,50
9960,71494,117,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,2.738805970149253,67
9961,71500,55,Trick 'r Treat (2007),Comedy|Horror|Thriller,3.466292134831461,712
9962,71518,111,Whip It (2009),Comedy|Drama,3.530744336569579,1236
9963,71520,97,"Invention of Lying, The (2009)",Comedy,3.223902728351127,1686
9964,71530,126,Surrogates (2009),Action|Sci-Fi|Thriller,3.267051238547676,2947
9965,71533,145,Next Day Air (2009),Action|Comedy|Crime,2.9423076923076925,52
9966,71535,144,Zombieland (2009),Action|Comedy|Horror,3.7629512767830935,13628
9967,71537,105,Fame (2009),Comedy|Drama|Musical|Romance,2.7058823529411766,136
9968,71542,62,"September Issue, The (2009)",Documentary,3.475757575757576,165
9969,71550,111,Assassination of a High School President (2008),Comedy|Drama|Mystery,3.180147058823529,136
9970,71571,188,Sorority Row (2009),Horror|Thriller,2.4324324324324325,148
9971,71573,151,Whiteout (2009),Action|Crime|Drama|Mystery|Thriller,2.707171314741036,251
9972,71575,18,Rudo y Cursi (Rough and Vulgar) (2008),Comedy|Drama,3.3793103448275863,58
9973,71579,121,"Education, An (2009)",Drama|Romance,3.6648260629486473,1811
9974,71619,0,Coco Before Chanel (Coco avant Chanel) (2009),Drama,3.4262295081967213,366
9975,71668,75,Couples Retreat (2009),Comedy|Romance,2.713872832369942,865
9976,71670,180,All About Steve (2009),Comedy,2.4636627906976742,344
9977,71688,172,Jab We Met (2007),Comedy|Drama|Romance,3.7185185185185183,135
9978,71691,15,Fifty Dead Men Walking (2008),Action|Drama|Thriller,3.421052631578948,114
9979,71695,17,"Docks of New York, The (1928)",Crime|Drama,3.346938775510204,49
9980,71700,69,Deadgirl (2008),Horror,2.8447204968944098,161
9981,71732,93,I Sell the Dead (2008),Comedy|Horror,3.223404255319149,141
9982,71745,123,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,3.287068546426835,2057
9983,71823,169,"New York, I Love You (2009)",Drama|Romance,3.0650793650793653,315
9984,71838,45,Law Abiding Citizen (2009),Drama|Thriller,3.7269463340891913,2646
9985,71867,196,"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,3.6176470588235294,85
9986,71876,0,Amelia (2009),Drama,2.908805031446541,159
9987,71878,147,"Stepfather, The (2009)",Horror|Thriller,2.6932515337423317,163
9988,71902,85,Spread (2009),Drama|Romance,3.2625698324022347,179
9989,71910,67,"Tournament, The (2009)",Action,2.8983957219251337,187
9990,71926,39,"Boys Are Back, The (2009)",Comedy|Drama,3.234375,96
9991,71928,99,Cairo Time (2009),Drama|Romance,3.4362745098039214,102
9992,71991,36,Afterschool (2008),Drama,3.15,50
9993,72011,118,Up in the Air (2009),Drama|Romance,3.682450592885376,6325
9994,72035,89,Dimensions of Dialogue (Moznosti dialogu) (1982),Animation|Comedy|Fantasy,3.7615384615384615,65
9995,72039,148,35 Shots of Rum (35 rhums) (2008),Drama,3.423076923076923,65
9996,72041,146,Tormented (2009),Comedy|Horror,2.702380952380953,42
9997,72043,86,Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009),Animation|Comedy|Sci-Fi,2.863372093023256,172
9998,72104,89,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,3.75,136
9999,72113,97,Is Anybody There? (2008),Drama,3.4923076923076923,65
10000,72117,8,"Misérables, Les (1935)",Drama|Romance,3.6293103448275854,58
10001,72129,147,Saw VI (2009),Crime|Horror|Mystery|Thriller,2.863142292490118,1012
10002,72131,105,Michael Jackson's This Is It (2009),Documentary|Musical|IMAX,3.317434210526316,304
10003,72159,196,"Grave Decisions (Wer früher stirbt, ist länger tot) (2006)",Comedy|Drama,3.75,52
10004,72165,93,Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,2.976315789473684,380
10005,72167,22,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,3.211123110151188,926
10006,72169,87,Good Hair (2009),Comedy|Documentary,3.4794520547945207,146
10007,72171,14,Black Dynamite (2009),Action|Comedy,3.598765432098765,567
10008,72176,18,Big Fan (2009),Comedy|Crime|Drama,3.281094527363184,201
10009,72178,185,Welcome to Dongmakgol (2005),Comedy|Drama|War,3.6194029850746263,67
10010,72209,80,Astro Boy (2009),Action|Animation|Children|Sci-Fi,3.137135922330097,412
10011,72224,1,Gentlemen Broncos (2009),Comedy,3.04,125
10012,72226,197,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,3.871353654539495,6102
10013,72228,11,Creation (2009),Drama,3.4245283018867925,159
10014,72249,182,Coco Chanel & Igor Stravinsky (2009),Drama|Romance,3.198717948717949,78
10015,72261,163,"Pebble and the Penguin, The (1995)",Animation|Musical,2.925,80
10016,72294,109,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,3.2054655870445345,988
10017,72330,148,"Private Lives of Pippa Lee, The (2009)",Drama,3.1273584905660377,106
10018,72356,80,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,3.925050301810865,994
10019,72369,157,Goemon (2009),Action|Drama,3.232558139534884,43
10020,72378,91,2012 (2009),Action|Drama|Sci-Fi|Thriller,2.733564614050304,5765
10021,72380,83,"Box, The (2009)",Drama|Horror|Mystery|Sci-Fi|Thriller,2.791196388261851,886
10022,72386,160,Broken Embraces (Los abrazos rotos) (2009),Drama|Romance|Thriller,3.741452991452992,468
10023,72393,86,"Fourth Kind, The (2009)",Horror|Mystery|Sci-Fi|Thriller,2.96280276816609,578
10024,72395,121,Precious (2009),Drama,3.547453703703704,1296
10025,72405,145,Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,3.39686369119421,829
10026,72407,173,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,2.351161154116819,2842
10027,72479,32,"Messenger, The (2009)",Drama|Romance|War,3.570886075949367,395
10028,72485,25,Lemon Tree (2008),Drama,3.595238095238096,63
10029,72489,67,Ninja Assassin (2009),Action|Crime|Drama|Thriller,3.094927536231884,690
10030,72491,96,"Police, Adjective (Politist, adj.) (2009)",Comedy|Crime|Drama,3.3653846153846154,52
10031,72557,145,"Film with Me in It, A (2008)",Comedy|Thriller,3.5390625,64
10032,72591,22,"Patriot, The (1998)",Action|Thriller,2.8205128205128207,117
10033,72601,117,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,2.887323943661972,71
10034,72603,197,Merry Madagascar (2009),Animation,2.8686440677966103,118
10035,72605,32,Brothers (2009),Drama|Thriller|War,3.4414668547249647,709
10036,72630,110,Sleep Dealer (2008),Sci-Fi,3.141304347826087,92
10037,72641,18,"Blind Side, The  (2009)",Drama,3.7241286138881375,7402
10038,72672,29,Crows Zero II (Kurôzu Zero II) (2009),Action,3.616279069767442,43
10039,72692,35,Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,3.4086021505376345,93
10040,72694,145,Shrink (2009),Drama,3.3525345622119818,217
10041,72696,26,Old Dogs (2009),Comedy,2.5643382352941178,272
10042,72701,73,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,2.883076923076923,650
10043,72703,0,Me and Orson Welles (2008),Drama,3.229299363057325,157
10044,72712,129,Objectified (2009),Documentary,3.6666666666666665,81
10045,72718,36,Trucker (2008),Drama,3.382978723404255,47
10046,72720,79,"Single Man, A (2009)",Drama,3.790812954395242,1513
10047,72731,97,"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,3.1790123456790123,1215
10048,72733,64,Invictus (2009),Drama,3.5747747747747747,1665
10049,72737,137,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,3.4846734784540203,2251
10050,72741,39,Everybody's Fine (2009),Drama,3.462871287128713,404
10051,72762,22,Armored (2009),Action|Drama|Thriller,2.815068493150685,219
10052,72777,86,Invaders from Mars (1986),Horror|Sci-Fi,2.7288135593220337,59
10053,72787,144,Doghouse (2009),Comedy|Horror,3.112,125
10054,72919,75,Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,2.725,380
10055,72980,169,Veronika Decides to Die (2009),Drama|Romance,3.2389380530973453,113
10056,72998,127,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,3.6222502851556135,24548
10057,73000,92,Nine (2009),Drama|Musical|Romance,2.7217125382263,327
10058,73015,75,It's Complicated (2009),Comedy|Romance,3.240410347903657,1121
10059,73017,71,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,3.746882535308302,14515
10060,73023,196,Crazy Heart (2009),Drama|Romance,3.641779189833201,1259
10061,73027,0,"Last Station, The (2009)",Drama,3.3142857142857145,140
10062,73042,197,Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,2.092995169082126,414
10063,73049,56,Uncertainty (2009),Action|Crime|Drama|Fantasy|Romance,2.923076923076923,52
10064,73051,0,Guru (2007),Drama|Romance,3.590909090909091,55
10065,73089,151,Beyond a Reasonable Doubt (2009),Drama|Mystery,2.82183908045977,87
10066,73101,18,Looking for Eric (2009),Comedy|Drama|Fantasy,3.513736263736264,182
10067,73117,30,Marriage Italian Style (Matrimonio all'italiana) (1964),Comedy|Drama|Romance,3.564935064935065,77
10068,73168,144,Carriers (2009),Drama|Horror|Thriller,3.1545698924731185,372
10069,73183,119,"Friends of Eddie Coyle, The (1973)",Crime|Drama|Thriller,3.719512195121952,123
10070,73208,172,Piter FM (2006),Comedy|Drama|Romance,3.1666666666666665,69
10071,73211,144,Pontypool (2008),Horror|Thriller,3.5,688
10072,73266,111,Youth in Revolt (2009),Comedy|Drama|Romance,3.355004677268475,1069
10073,73268,28,Daybreakers (2010),Action|Drama|Horror|Thriller,3.2242063492063493,1512
10074,73270,148,"Milk of Sorrow, The (Teta asustada, La) (2009)",Drama,3.203703703703704,54
10075,73276,53,"Age of Stupid, The (2009)",Documentary,3.5135135135135136,74
10076,73290,112,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,3.8037156704361874,1238
10077,73319,75,Leap Year (2010),Comedy|Romance,3.312957157784744,957
10078,73321,155,"Book of Eli, The (2010)",Action|Adventure|Drama,3.459850772783798,5629
10079,73323,171,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,3.839667458432304,1684
10080,73344,31,"Prophet, A (Un Prophète) (2009)",Crime|Drama,3.9222428748451055,1614
10081,73370,169,"Thorn Birds, The (1983)",Drama|Romance,3.314516129032258,62
10082,73386,102,Staten Island (2009),Crime|Drama,3.1666666666666665,39
10083,73392,190,Collapse (2009),Documentary,3.7439024390243913,123
10084,73413,39,My One and Only (2009),Comedy|Drama,3.3161764705882355,68
10085,73462,122,Ernest Goes to School (1994),Children|Comedy|Drama,2.28125,64
10086,73488,93,Blood: The Last Vampire (2009),Action|Horror|Thriller,2.732283464566929,127
10087,73511,151,Horsemen (2009),Crime|Drama|Horror|Mystery|Thriller,2.6910569105691056,123
10088,73513,178,"Swades: We, the People (Our Country) (2004)",Drama,3.894904458598726,157
10089,73515,111,Bart Got a Room (2008),Comedy|Romance,2.981132075471698,53
10090,73569,177,Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,3.5723684210526314,76
10091,73572,186,"My Son, My Son, What Have Ye Done (2009)",Drama|Horror,3.0702479338842976,121
10092,73587,42,Soul Kitchen (2009),Comedy,3.679268292682927,410
10093,73608,36,Heat (1972),Comedy|Drama|Romance,3.6894736842105273,95
10094,73664,80,Dragon Hunters (Chasseurs de dragons) (2008),Adventure|Animation|Children,3.2543103448275863,116
10095,73681,42,"Concert, Le (2009)",Comedy|Drama,3.6313868613138687,137
10096,73713,178,"Butterfly, The (Papillon, Le) (2002)",Comedy|Drama,3.7611940298507465,67
10097,73718,99,"Other Man, The (2008)",Drama,2.6785714285714284,56
10098,73741,177,Ninja (2009),Action|Crime|Drama|Thriller,2.571428571428572,63
10099,73804,52,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,2.58675799086758,219
10100,73808,136,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,3.88655462184874,595
10101,73829,5,Mega Shark vs. Giant Octopus (2009),Action|Horror,1.680672268907563,119
10102,73854,163,"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,3.583987441130298,637
10103,73860,25,Nowhere Boy (2009),Drama,3.5313807531380754,239
10104,73870,5,"Thaw, The (2009)",Horror|Sci-Fi|Thriller,2.675,80
10105,73879,57,Motocrossed (2001),Action|Children|Comedy|Romance,2.897727272727273,44
10106,73881,188,3 Idiots (2009),Comedy|Drama|Romance,3.930971512052593,1369
10107,73885,196,Troubled Water (DeUsynlige) (2008),Drama|Thriller,3.6875,48
10108,73900,92,Hum Tum (2004),Comedy|Drama|Musical|Romance,3.510869565217391,46
10109,73929,19,Legion (2010),Action|Fantasy|Horror|Thriller,2.623842592592593,864
10110,74089,58,Peter Pan (1960),Children|Fantasy|Musical,3.5584415584415585,154
10111,74095,20,Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,3.2531645569620253,79
10112,74111,179,Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut) (2008),Action|Adventure|Drama|Romance|War,3.3227848101265822,79
10113,74131,64,Extraordinary Measures (2010),Drama,3.0968992248062017,129
10114,74139,124,"Red Baron, The (Der rote Baron) (2008)",Action|Drama|Romance|War,3.238805970149253,67
10115,74152,14,Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,3.7203125,320
10116,74154,75,When in Rome (2010),Comedy|Romance,3.017621145374449,681
10117,74156,183,Edge of Darkness (2010),Drama|Thriller,3.178729689807976,677
10118,74204,136,Mad Detective (Sun taam) (2007),Action|Crime|Thriller,3.606741573033708,89
10119,74228,63,Triangle (2009),Drama|Horror|Mystery|Thriller,3.6231569817866434,1153
10120,74275,38,I Love You Phillip Morris (2009),Comedy|Drama|Romance,3.291218637992832,1116
10121,74327,39,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",Comedy|Drama,3.7472527472527473,91
10122,74355,75,Serious Moonlight (2009),Comedy|Crime|Drama|Romance,2.5454545454545454,55
10123,74370,101,"House of the Devil, The (2009)",Horror|Thriller,3.4097560975609755,410
10124,74416,121,Fish Tank (2009),Drama,3.6543026706231454,674
10125,74426,92,Mohabbatein (2000),Drama|Musical|Romance,3.15625,64
10126,74436,23,Body Bags (1993),Comedy|Horror|Sci-Fi|Thriller,3.063492063492064,63
10127,74450,75,Valentine's Day (2010),Comedy|Romance,2.9217032967032965,1092
10128,74452,55,"Wolfman, The (2010)",Horror|Thriller,2.6473851030110933,631
10129,74458,136,Shutter Island (2010),Drama|Mystery|Thriller,3.964762257757069,18886
10130,74475,68,"Headless Woman, The (Mujer sin cabeza, La) (2008)",Drama|Mystery|Thriller,3.0408163265306123,49
10131,74484,22,Bitch Slap (2009),Action|Comedy|Crime|Thriller,2.3186274509803924,102
10132,74486,117,$9.99 (2008),Animation,3.125,72
10133,74488,130,Ondine (2009),Drama|Fantasy|Romance,3.5366300366300365,273
10134,74504,138,Letters to Father Jacob (Postia pappi Jaakobille) (2009),Drama,3.481707317073171,82
10135,74508,50,Persuasion (2007),Drama|Romance,3.893312101910828,314
10136,74510,171,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,3.773370233702337,1626
10137,74530,88,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,2.927309439676931,1981
10138,74532,120,Cop Out (2010),Action|Comedy|Crime,2.6608557844690965,631
10139,74541,17,Trailer Park Boys: Countdown to Liquor Day (2009),Comedy|Crime,3.3595041322314048,121
10140,74545,183,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,3.591044037605146,2021
10141,74553,176,"Secret of Kells, The (2009)",Animation|Fantasy,3.808302808302808,819
10142,74573,36,"Vicious Kind, The (2009)",Comedy|Drama,3.6458333333333335,120
10143,74580,46,"Spy Next Door, The (2010)",Action|Children|Comedy,2.747340425531915,376
10144,74582,33,I Hope They Serve Beer in Hell (2009),Comedy,2.7735849056603774,53
10145,74624,19,Agora (2009),Adventure|Drama|Romance,3.566914498141264,538
10146,74641,1,Singh Is Kinng (2008),Action|Comedy|Crime|Romance,2.8666666666666667,45
10147,74653,29,Shinjuku Incident (San suk si gin) (2009),Crime|Drama|Thriller,3.688888888888889,45
10148,74668,177,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,3.3127376425855517,526
10149,74677,190,"Yes Men Fix the World, The (2009)",Documentary,3.745318352059925,267
10150,74685,144,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,3.2405618964003517,1139
10151,74688,172,Dear John (2010),Drama|Romance|War,3.1766917293233083,931
10152,74696,87,Last Train Home (2009),Documentary|Drama,3.583333333333333,66
10153,74698,192,Tooth Fairy (2010),Comedy|Fantasy,2.4171779141104293,489
10154,74727,89,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,4.014466546112116,553
10155,74731,141,Eden Log (2007),Horror|Mystery|Sci-Fi|Thriller,2.9942528735632186,87
10156,74740,115,Fermat's Room (La habitación de Fermat) (2007),Mystery|Thriller,3.3607954545454546,176
10157,74750,144,[REC]² (2009),Horror|Thriller,3.268181818181818,440
10158,74754,36,"Room, The (2003)",Comedy|Drama|Romance,2.403731343283582,670
10159,74787,178,My Name is Khan (2010),Drama|Romance,3.597682119205298,302
10160,74789,123,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,3.0910222612770943,6828
10161,74791,104,"Town Called Panic, A (Panique au village) (2009)",Animation,3.7219101123595504,178
10162,74795,100,Green Zone (2010),Action|Drama|Thriller|War,3.3687002652519893,1508
10163,74818,96,44 Inch Chest (2009),Crime|Drama,2.891304347826087,46
10164,74827,29,Ajami (2009),Crime|Drama,3.5847457627118646,59
10165,74851,66,From Paris with Love (2010),Action|Crime,3.1486359360301037,1063
10166,74864,188,Road Trip: Beer Pong (2009),Comedy,2.2976190476190474,84
10167,74868,8,Dorian Gray (2009),Drama|Horror|Sci-Fi,3.207581227436823,554
10168,74916,196,Greenberg (2010),Comedy|Drama,3.203065134099617,522
10169,74944,119,Brooklyn's Finest (2010),Crime|Drama|Thriller,3.091935483870968,310
10170,74946,107,She's Out of My League (2010),Comedy,3.252734375,1280
10171,74948,29,Harry Brown (2009),Crime|Drama|Thriller,3.457379134860051,786
10172,75341,172,Remember Me (2010),Drama|Romance,3.44529262086514,786
10173,75351,28,"Night Stalker, The (1972)",Horror|Thriller,3.360655737704918,61
10174,75389,81,"Burrowers, The (2008)",Horror|Thriller|Western,3.0492957746478875,71
10175,75395,147,Frozen (2010),Drama|Horror|Thriller,3.0965346534653464,404
10176,75425,144,Survival of the Dead (2009),Horror,2.3493150684931505,146
10177,75446,79,Little Ashes (2008),Drama,3.0625,48
10178,75805,75,"Bounty Hunter, The (2010)",Action|Comedy|Romance,2.9040114613180514,1047
10179,75813,145,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,3.3459302325581395,344
10180,75816,36,Women in Trouble (2009),Comedy,2.82,50
10181,75983,64,North Face (Nordwand) (2008),Adventure|Drama,3.728260869565217,138
10182,75985,142,Repo Men (2010),Action|Sci-Fi|Thriller,3.259198691741619,1223
10183,76030,24,Case 39 (2009),Horror|Thriller,3.135220125786164,477
10184,76054,41,Oceans (Océans) (2009),Documentary|Drama,3.753164556962025,158
10185,76060,120,"Slammin' Salmon, The (2009)",Comedy,2.9174311926605503,109
10186,76077,134,Hot Tub Time Machine (2010),Comedy|Sci-Fi,3.105145797598628,2915
10187,76079,85,Chloe (2009),Drama|Thriller,3.199795081967213,488
10188,76091,136,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,3.828345070422535,568
10189,76093,109,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,3.91126292199812,13833
10190,76108,80,Tom and Jerry: The Movie (1992),Animation|Children|Comedy,2.5632911392405062,79
10191,76111,30,About Elly (Darbareye Elly) (2009),Drama|Mystery,3.786206896551724,290
10192,76119,122,Extreme Movie (2008),Comedy,1.7924528301886793,53
10193,76127,117,"You're a Good Man, Charlie Brown (1985)",Animation|Comedy|Musical,3.4919354838709675,62
10194,76130,142,Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller,2.5416666666666665,180
10195,76147,75,I Hate Valentine's Day (2009),Comedy|Romance,2.843137254901961,51
10196,76151,62,Zizek! (2005),Documentary,3.6979166666666665,48
10197,76158,160,Air Doll (Kûki ningyô) (2009),Drama,3.3671875,64
10198,76173,42,Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,3.646440129449838,618
10199,76175,88,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,2.7090418913313976,2411
10200,76208,186,"Cremator, The (Spalovac mrtvol) (1969)",Comedy|Drama|Horror|Thriller,3.7857142857142856,70
10201,76210,71,Defendor (2009),Comedy|Crime|Drama,3.3109137055837565,394
10202,76251,71,Kick-Ass (2010),Action|Comedy,3.610361768646717,11195
10203,76272,68,Five Minutes of Heaven (2009),Crime|Drama|Thriller,3.338709677419355,93
10204,76293,143,Date Night (2010),Action|Comedy|Romance,3.2038004750593823,2105
10205,76317,97,After.Life (2009),Drama|Horror|Thriller,2.877934272300469,213
10206,76680,172,Camille (2007),Comedy|Drama|Romance,3.011627906976744,43
